hand_strength,preflop_street,preflop_position,preflop_pot_size,preflop_stack_size,preflop_num_players,flop_street,flop_position,flop_pot_size,flop_stack_size,flop_num_players,turn_street,turn_position,turn_pot_size,turn_stack_size,turn_num_players,river_street,river_position,river_pot_size,river_stack_size,river_num_players,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,action_14,action_15,action_16,action_17,action_18,action_19,action_20,action_21,action_22,action_23,action_24,action_25,action_26,action_27,action_28,action_29,action_30,action_31,action_32,action_33,action_34,action_35,action_36,action_37,action_38,action_39
0,0,8,267,2476,2,1,7,699,570,6,2,0,824,4087,6,3,4,220,1644,7,8,8,8,-1,-1,-1,-1,-1,-1,-1,9,5,5,9,-1,-1,-1,-1,-1,-1,5,9,4,9,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,5,697,2053,4,1,3,332,2196,9,2,4,433,4510,4,3,7,287,3390,6,0,2,1,1,-1,-1,-1,-1,-1,-1,2,0,0,0,-1,-1,-1,-1,-1,-1,0,1,2,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,3,649,3840,7,1,4,646,4921,3,2,8,668,2540,9,3,5,770,1215,9,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,2,0,2,0,-1,-1,-1,-1,-1,-1
2,0,5,27,3022,3,1,6,923,2303,8,2,3,52,249,9,3,5,166,2402,5,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1
2,0,4,895,3137,6,1,3,540,4284,5,2,8,525,3204,2,3,3,611,261,7,2,2,0,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1
3,0,4,791,3359,6,1,2,483,1159,7,2,3,415,4218,7,3,3,527,1176,6,6,0,0,2,-1,-1,-1,-1,-1,-1,1,3,3,1,-1,-1,-1,-1,-1,-1,1,3,0,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,1,474,1312,9,1,4,589,1207,5,2,8,735,2269,3,3,0,424,2824,9,6,6,7,-1,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,1,3,3,1,-1,-1,-1,-1,-1,-1
2,0,2,238,4211,2,1,2,384,1524,9,2,6,596,1566,5,3,1,308,3588,6,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1
3,0,0,799,4038,7,1,4,80,2177,4,2,6,355,4926,2,3,4,672,4195,5,2,0,2,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,3,-1,-1,-1,-1,-1,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1
2,0,0,360,2123,9,1,8,586,2153,8,2,2,167,2382,2,3,6,923,1016,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,-1,-1,-1,-1,-1,-1
0,0,7,682,1357,3,1,8,226,1697,8,2,7,368,3227,8,3,7,491,2057,9,7,9,-1,-1,-1,-1,-1,-1,-1,-1,5,4,4,-1,-1,-1,-1,-1,-1,-1,5,9,-1,-1,-1,-1,-1,-1,-1,-1,5,9,9,5,-1,-1,-1,-1,-1,-1
3,0,4,158,2937,7,1,2,139,1271,2,2,7,559,2896,6,3,1,478,4648,8,6,0,6,6,-1,-1,-1,-1,-1,-1,0,3,3,0,-1,-1,-1,-1,-1,-1,3,0,3,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,6,104,180,5,1,7,335,2037,8,2,4,287,4597,3,3,1,435,2075,2,0,0,2,6,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,-1,-1,-1,-1,-1,-1,1,3,0,0,-1,-1,-1,-1,-1,-1
1,0,2,672,1867,7,1,6,447,2794,6,2,5,582,1736,5,3,8,547,1200,2,2,7,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1,-1
2,0,8,544,3901,4,1,0,928,269,3,2,6,231,1717,5,3,2,951,3244,5,0,1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1
2,0,1,815,2387,9,1,6,603,1762,9,2,0,887,4184,6,3,5,715,1617,8,2,1,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,5,297,3879,4,1,1,864,2218,9,2,5,870,3230,6,3,1,937,4079,9,7,7,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,5,765,2347,3,1,0,273,1187,3,2,4,282,1677,6,3,4,919,4371,9,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,3,0,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,1,288,4926,8,1,6,261,3570,6,2,6,414,1860,3,3,0,194,1993,7,0,2,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,2,-1,-1,-1,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,-1,2,0,-1,-1,-1,-1,-1,-1,-1,-1
3,0,4,984,4659,3,1,6,271,455,6,2,7,442,2111,3,3,4,840,4098,6,0,6,6,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,2,769,3255,3,1,3,747,3659,8,2,4,354,228,9,3,5,339,1352,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,3,1,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,3,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,3,783,3699,8,1,6,926,4843,7,2,2,491,884,6,3,2,994,3173,9,0,2,0,0,-1,-1,-1,-1,-1,-1,0,0,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,-1,-1,-1,-1,-1,-1,1,1,2,-1,-1,-1,-1,-1,-1,-1
3,0,0,900,2583,9,1,7,207,1511,7,2,3,248,222,9,3,6,822,2301,4,6,2,-1,-1,-1,-1,-1,-1,-1,-1,1,3,3,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,2,229,1976,2,1,1,742,2287,2,2,3,905,4314,7,3,2,166,758,8,2,6,2,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,3,-1,-1,-1,-1,-1,-1,-1,3,1,0,-1,-1,-1,-1,-1,-1,-1
3,0,7,841,233,4,1,1,879,2795,8,2,1,571,2714,7,3,1,400,3831,4,6,2,0,2,-1,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,3,-1,-1,-1,-1,-1,-1,3,3,1,3,-1,-1,-1,-1,-1,-1
3,0,7,673,1556,6,1,6,953,4930,5,2,2,95,3294,9,3,4,319,742,2,0,6,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,-1,-1,-1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1
0,0,1,490,2251,7,1,8,985,3648,2,2,6,48,2087,8,3,6,596,3932,8,9,9,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,5,-1,-1,-1,-1,-1,-1,4,4,9,5,-1,-1,-1,-1,-1,-1,4,5,9,-1,-1,-1,-1,-1,-1,-1
3,0,3,435,1888,3,1,3,853,1812,4,2,0,587,4359,6,3,5,895,976,5,6,6,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,3,98,3586,2,1,1,563,1734,2,2,3,938,485,3,3,5,870,4877,7,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,1,-1,-1,-1,-1,-1,-1,-1,0,3,3,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
2,0,5,526,1628,7,1,6,359,4419,2,2,4,149,747,3,3,5,432,3849,6,1,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,2,2,0,-1,-1,-1,-1,-1,-1,-1,0,2,1,1,-1,-1,-1,-1,-1,-1
3,0,3,630,3674,4,1,5,992,617,5,2,1,696,2914,2,3,3,846,1169,3,6,2,6,6,-1,-1,-1,-1,-1,-1,0,3,0,-1,-1,-1,-1,-1,-1,-1,0,3,-1,-1,-1,-1,-1,-1,-1,-1,1,3,3,3,-1,-1,-1,-1,-1,-1
1,0,7,17,1172,7,1,0,860,3499,2,2,0,942,2482,2,3,7,212,2704,2,6,6,2,-1,-1,-1,-1,-1,-1,-1,1,1,4,3,-1,-1,-1,-1,-1,-1,1,1,4,1,-1,-1,-1,-1,-1,-1,1,4,3,1,-1,-1,-1,-1,-1,-1
2,0,8,315,4349,8,1,0,103,2045,5,2,2,20,252,7,3,4,492,1495,2,0,2,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,-1
1,0,6,87,1430,7,1,2,998,211,9,2,0,232,798,4,3,5,30,3246,8,6,2,7,-1,-1,-1,-1,-1,-1,-1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,1,4,1,4,-1,-1,-1,-1,-1,-1,1,4,4,-1,-1,-1,-1,-1,-1,-1
2,0,5,501,4876,9,1,4,751,2665,6,2,8,513,2103,8,3,3,634,3551,8,0,1,1,1,-1,-1,-1,-1,-1,-1,2,1,1,0,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,-1
3,0,6,992,2382,6,1,1,168,413,2,2,7,300,3819,6,3,2,15,3170,8,6,6,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,5,775,3482,6,1,5,635,2374,5,2,0,890,704,9,3,1,376,1963,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,-1,-1
3,0,2,584,1884,9,1,1,295,2904,6,2,0,506,1284,5,3,0,300,1188,9,0,0,2,2,-1,-1,-1,-1,-1,-1,1,0,1,1,-1,-1,-1,-1,-1,-1,0,3,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,7,322,2189,6,1,6,409,224,6,2,1,827,4725,4,3,4,680,335,8,2,2,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,6,891,2524,9,1,2,683,3353,2,2,8,337,3505,4,3,7,938,3231,5,0,2,2,0,-1,-1,-1,-1,-1,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1
3,0,5,411,372,7,1,2,863,4005,2,2,3,486,2964,7,3,1,53,1876,2,2,0,2,2,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
1,0,8,853,1055,6,1,3,215,4076,9,2,4,203,2941,3,3,6,705,4777,7,2,7,6,6,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,1,-1,-1,-1,-1,-1,-1,-1,3,1,3,-1,-1,-1,-1,-1,-1,-1
2,0,3,333,1562,8,1,6,212,3958,2,2,5,933,323,8,3,6,723,1287,2,2,2,1,2,-1,-1,-1,-1,-1,-1,2,0,1,2,-1,-1,-1,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,-1,2,0,0,2,-1,-1,-1,-1,-1,-1
1,0,7,847,1548,3,1,8,818,2662,6,2,7,187,1751,6,3,4,633,4509,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,4,393,3165,3,1,0,982,1123,8,2,4,244,4893,6,3,5,32,2569,8,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,4,704,4196,2,1,1,536,4833,3,2,0,608,2117,7,3,1,376,3082,7,6,2,-1,-1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,5,598,1633,8,1,5,830,2816,8,2,4,902,4460,5,3,5,283,2612,3,2,6,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,-1,-1,-1,-1,-1,-1,-1,0,1,3,3,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,3,419,2567,3,1,1,497,210,5,2,0,69,918,4,3,2,515,4681,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,2,-1,-1,-1,-1,-1,-1,-1
3,0,4,893,1243,4,1,3,388,1317,3,2,0,486,4731,4,3,2,874,3215,2,6,6,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,-1
2,0,2,301,4549,4,1,4,919,120,8,2,1,258,2292,4,3,2,155,3890,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,2,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,-1,-1,-1,-1,-1,-1,-1
3,0,4,926,1731,2,1,0,706,899,6,2,4,32,1263,5,3,5,478,2254,9,0,2,6,0,-1,-1,-1,-1,-1,-1,0,1,3,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,1,358,1536,4,1,1,103,462,6,2,8,215,909,4,3,2,319,2069,2,7,7,7,7,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,5,-1,-1,-1,-1,-1,-1,-1,9,9,-1,-1,-1,-1,-1,-1,-1,-1
3,0,5,480,2763,6,1,3,45,221,8,2,5,487,2926,3,3,8,352,3894,8,6,6,6,-1,-1,-1,-1,-1,-1,-1,0,1,3,3,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,0,-1,-1,-1,-1,-1,-1,-1
2,0,1,777,3087,7,1,7,534,396,4,2,1,963,4502,8,3,4,661,4309,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,-1,-1,-1,-1,-1,-1
1,0,1,150,4848,7,1,8,437,1729,4,2,8,203,4795,9,3,2,488,2917,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,4,3,-1,-1,-1,-1,-1,-1
3,0,5,636,3245,5,1,8,68,1167,4,2,0,851,709,2,3,5,246,2375,4,2,6,2,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,-1,-1,-1,-1,-1
2,0,0,371,4560,8,1,8,496,4946,8,2,1,17,4009,6,3,0,442,2223,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,-1,-1,2,2,0,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,6,195,2309,3,1,8,305,3415,4,2,8,680,511,5,3,5,713,1675,2,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,-1,-1,-1,-1,-1,-1,-1,-1,5,4,9,9,-1,-1,-1,-1,-1,-1,5,5,9,-1,-1,-1,-1,-1,-1,-1
3,0,7,159,1639,5,1,4,92,2080,6,2,4,621,3996,2,3,2,99,3932,2,6,6,2,2,-1,-1,-1,-1,-1,-1,1,3,0,1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,-1
1,0,4,794,3268,8,1,0,236,1079,6,2,6,179,1137,7,3,6,339,882,2,7,6,-1,-1,-1,-1,-1,-1,-1,-1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,1,921,498,8,1,5,389,3170,9,2,8,99,533,8,3,1,997,2400,3,2,0,0,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1
3,0,2,826,2149,4,1,0,331,3596,3,2,0,741,181,2,3,8,842,4022,6,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,4,287,1775,6,1,6,163,2304,7,2,3,512,4238,2,3,7,197,4878,6,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,1,-1,-1,-1,-1,-1,-1
3,0,5,979,622,7,1,6,685,4753,2,2,1,847,4387,8,3,8,734,2778,6,2,0,6,-1,-1,-1,-1,-1,-1,-1,0,3,1,-1,-1,-1,-1,-1,-1,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,-1,-1
3,0,0,304,3058,8,1,6,592,4727,6,2,1,419,432,4,3,1,586,314,2,6,6,6,-1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,-1,-1,-1,-1,-1,-1,-1
3,0,2,118,4271,4,1,0,517,1188,5,2,7,617,3884,6,3,3,953,163,6,2,0,6,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,6,386,4957,6,1,2,188,3540,4,2,3,625,1638,3,3,8,200,2286,3,8,7,7,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,5,4,5,5,-1,-1,-1,-1,-1,-1,5,4,5,-1,-1,-1,-1,-1,-1,-1
3,0,1,813,3467,3,1,1,952,161,5,2,5,672,4019,9,3,4,934,4635,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,1,-1,-1,-1,-1,-1,-1
1,0,2,122,4801,6,1,4,587,2850,9,2,8,175,4200,7,3,1,513,3435,3,2,7,2,-1,-1,-1,-1,-1,-1,-1,3,4,3,-1,-1,-1,-1,-1,-1,-1,3,3,4,3,-1,-1,-1,-1,-1,-1,1,4,1,-1,-1,-1,-1,-1,-1,-1
2,0,1,255,590,6,1,8,350,1446,7,2,6,713,1654,2,3,6,543,1328,5,1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,-1,-1,-1,-1,-1,-1,-1,2,0,2,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1
2,0,8,213,445,4,1,2,710,3874,5,2,8,402,368,6,3,1,300,600,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,-1,-1,-1,-1,-1,-1,-1,1,2,0,0,-1,-1,-1,-1,-1,-1
2,0,1,863,366,9,1,4,298,3944,5,2,5,524,3624,6,3,2,262,494,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,2,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,0,-1,-1,-1,-1,-1,-1
2,0,8,405,4769,6,1,0,312,3916,7,2,2,499,2819,4,3,3,98,2652,5,0,2,2,-1,-1,-1,-1,-1,-1,-1,1,2,0,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
2,0,6,780,4735,3,1,1,304,4532,8,2,5,915,364,9,3,2,742,3713,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,3,36,140,5,1,3,101,3091,9,2,8,747,3369,9,3,6,684,4439,4,2,6,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,-1,-1,-1,-1,-1,-1,-1,3,3,1,-1,-1,-1,-1,-1,-1,-1,1,1,3,-1,-1,-1,-1,-1,-1,-1
1,0,6,226,678,4,1,4,145,3718,6,2,7,302,1424,6,3,8,23,157,9,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,3,-1,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,-1,-1,-1,-1,-1
2,0,1,100,864,2,1,6,481,1766,2,2,6,528,1585,6,3,1,746,3695,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,0,-1,-1,-1,-1,-1,-1
2,0,6,194,2913,3,1,7,47,523,3,2,2,972,3441,5,3,4,900,4866,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,-1,-1,0,2,1,-1,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1
2,0,3,79,551,2,1,3,285,2775,5,2,8,440,3586,2,3,2,910,851,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,1,0,2,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,6,935,2105,7,1,4,730,1264,8,2,8,601,1114,5,3,0,312,3131,5,0,2,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,6,294,1424,8,1,2,992,3832,3,2,2,788,221,3,3,2,84,4792,6,0,2,1,-1,-1,-1,-1,-1,-1,-1,2,1,0,2,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1
3,0,4,446,4692,6,1,8,486,555,2,2,0,516,3324,3,3,5,426,3925,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,0,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
2,0,7,695,2081,5,1,7,579,1859,7,2,8,503,903,9,3,1,399,4735,4,1,1,0,2,-1,-1,-1,-1,-1,-1,2,1,1,2,-1,-1,-1,-1,-1,-1,2,0,2,2,-1,-1,-1,-1,-1,-1,0,1,2,1,-1,-1,-1,-1,-1,-1
2,0,5,696,2904,4,1,8,964,4978,8,2,2,551,1139,3,3,2,238,4285,9,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,0,-1,-1,-1,-1,-1,-1
2,0,5,419,1272,6,1,3,731,3230,8,2,3,313,2835,2,3,6,739,3562,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,4,493,3572,7,1,4,484,2312,9,2,6,522,2931,4,3,3,754,3506,2,7,6,7,6,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,4,3,-1,-1,-1,-1,-1,-1,-1,-1
3,0,2,717,1932,3,1,8,917,1803,5,2,0,903,3701,3,3,0,72,3249,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,-1
3,0,5,177,530,6,1,1,889,4337,7,2,4,287,2863,4,3,2,238,3991,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,-1,-1,-1,-1,-1,-1,3,3,3,-1,-1,-1,-1,-1,-1,-1
