hand_strength,preflop_street,preflop_position,preflop_pot_size,preflop_stack_size,preflop_num_players,flop_street,flop_position,flop_pot_size,flop_stack_size,flop_num_players,turn_street,turn_position,turn_pot_size,turn_stack_size,turn_num_players,river_street,river_position,river_pot_size,river_stack_size,river_num_players,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,action_14,action_15,action_16,action_17,action_18,action_19,action_20,action_21,action_22,action_23,action_24,action_25,action_26,action_27,action_28,action_29,action_30,action_31,action_32,action_33,action_34,action_35,action_36,action_37,action_38,action_39
3,0,7,426,455,6,1,1,694,4599,7,2,7,327,1262,8,3,8,706,3395,7,6,0,6,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,3,675,3234,4,1,4,622,4861,8,2,0,506,2404,8,3,6,427,2694,9,2,2,0,2,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,4,617,2828,5,1,3,628,3846,5,2,0,615,4517,6,3,4,505,3684,2,6,2,6,-1,-1,-1,-1,-1,-1,-1,3,1,4,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,-1,-1,-1,-1,-1,-1,-1
2,0,8,668,341,5,1,0,313,3742,5,2,8,679,3290,2,3,1,717,679,8,2,1,2,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,-1
1,0,7,102,1021,4,1,2,373,4634,8,2,1,779,3421,8,3,7,597,4866,3,6,7,2,7,-1,-1,-1,-1,-1,-1,3,3,1,4,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,8,558,4487,6,1,3,909,3775,4,2,0,895,2928,9,3,4,232,1095,9,0,2,0,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,4,94,4503,6,1,3,165,1714,3,2,6,132,1883,2,3,6,482,2885,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,1,0,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,7,694,4436,6,1,8,604,386,6,2,0,149,3331,3,3,4,622,323,3,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2,0,8,161,1928,8,1,0,334,2732,9,2,1,648,381,4,3,8,100,2416,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
2,0,3,517,1258,3,1,0,133,1756,5,2,2,859,108,6,3,1,770,1840,8,0,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1
2,0,1,550,3426,5,1,1,794,2166,2,2,3,117,584,4,3,5,249,1624,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,-1
1,0,1,715,3185,9,1,7,306,3939,2,2,4,605,2549,2,3,8,429,282,7,7,7,6,-1,-1,-1,-1,-1,-1,-1,4,3,1,1,-1,-1,-1,-1,-1,-1,3,1,4,1,-1,-1,-1,-1,-1,-1,1,3,3,-1,-1,-1,-1,-1,-1,-1
3,0,6,417,3446,2,1,1,956,3833,7,2,3,158,192,5,3,6,287,832,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,3,1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,8,169,4690,6,1,6,502,2838,6,2,3,175,4332,7,3,4,90,2745,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,-1
3,0,3,435,3759,6,1,0,980,2546,3,2,5,194,897,2,3,6,540,4892,6,2,6,6,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,3,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,-1
2,0,8,984,944,5,1,5,121,4253,8,2,1,431,822,3,3,7,93,1583,9,0,1,1,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,7,117,4005,9,1,6,770,4128,6,2,6,717,1206,9,3,4,760,3157,6,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,0,682,3394,3,1,8,194,1505,3,2,8,770,3037,5,3,1,207,2003,8,6,2,2,0,-1,-1,-1,-1,-1,-1,3,3,1,1,-1,-1,-1,-1,-1,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1
1,0,4,221,3536,6,1,3,446,1071,4,2,8,235,2501,8,3,5,996,1264,4,6,6,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,-1,-1,-1,-1,-1,-1,-1,-1
1,0,7,932,1810,8,1,4,371,1133,5,2,4,546,4503,9,3,6,50,559,8,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,6,522,4626,8,1,3,909,3540,4,2,4,205,4501,3,3,2,551,2570,8,9,9,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,5,4,-1,-1,-1,-1,-1,-1,-1,9,9,-1,-1,-1,-1,-1,-1,-1,-1
3,0,1,924,2477,8,1,1,590,1290,4,2,3,142,4849,6,3,2,826,3517,7,2,2,2,-1,-1,-1,-1,-1,-1,-1,1,0,3,3,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,1,3,3,1,-1,-1,-1,-1,-1,-1
1,0,0,609,4938,7,1,2,945,2716,9,2,5,818,3326,9,3,1,641,1244,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,1,3,-1,-1,-1,-1,-1,-1,-1,-1
1,0,5,409,786,6,1,8,691,236,8,2,4,638,636,4,3,2,704,1475,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,-1,-1,-1,-1,-1,-1,-1
3,0,7,397,333,5,1,2,624,236,4,2,4,237,4437,2,3,6,481,744,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1
1,0,4,831,4562,6,1,5,169,2939,3,2,7,863,2589,9,3,1,331,3547,4,6,7,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,5,341,337,3,1,8,865,3786,2,2,7,194,4396,7,3,2,182,951,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,2,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1
2,0,6,916,3328,8,1,2,743,3712,7,2,2,505,3574,3,3,6,953,2828,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,-1
2,0,3,421,3372,2,1,8,715,777,6,2,8,886,3432,6,3,6,418,4865,9,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,1,-1,-1,-1,-1,-1,-1,1,0,2,0,-1,-1,-1,-1,-1,-1,1,2,2,0,-1,-1,-1,-1,-1,-1
2,0,0,867,3855,5,1,7,698,2792,8,2,8,724,1818,9,3,7,73,3885,9,2,0,0,0,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,-1,1,2,2,-1,-1,-1,-1,-1,-1,-1
2,0,2,611,3918,4,1,5,562,3009,3,2,6,922,2676,2,3,8,584,494,3,2,0,0,0,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,4,369,3514,5,1,5,441,4042,2,2,6,157,2721,3,3,2,940,1438,7,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,6,563,2834,8,1,7,625,3439,8,2,2,983,4026,6,3,1,174,1312,6,0,0,2,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,-1,-1,-1,-1,-1,-1,-1
1,0,5,432,3680,4,1,7,815,3452,2,2,3,988,4552,8,3,7,826,4396,5,2,6,2,-1,-1,-1,-1,-1,-1,-1,3,4,3,-1,-1,-1,-1,-1,-1,-1,1,1,3,1,-1,-1,-1,-1,-1,-1,4,3,-1,-1,-1,-1,-1,-1,-1,-1
1,0,3,918,3613,8,1,2,518,417,7,2,3,354,2243,7,3,7,310,2725,4,6,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,3,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,-1,-1,-1,-1,-1,-1,-1,-1
0,0,8,320,4337,7,1,2,522,4866,3,2,2,752,650,9,3,2,732,3387,6,8,9,8,9,-1,-1,-1,-1,-1,-1,4,5,-1,-1,-1,-1,-1,-1,-1,-1,4,9,-1,-1,-1,-1,-1,-1,-1,-1,9,4,-1,-1,-1,-1,-1,-1,-1,-1
1,0,4,798,2358,3,1,6,488,4420,5,2,6,102,4626,8,3,5,734,2348,9,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,4,4,1,4,-1,-1,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,5,435,3603,8,1,5,122,4710,5,2,1,972,2549,6,3,5,460,2614,9,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,-1,-1,0,3,0,-1,-1,-1,-1,-1,-1,-1,0,1,3,3,-1,-1,-1,-1,-1,-1
2,0,4,33,1550,6,1,4,844,511,7,2,1,525,1243,3,3,2,398,2779,7,2,2,2,2,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,5,20,612,9,1,4,607,4619,6,2,4,657,3938,2,3,3,24,3288,5,6,6,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,3,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,-1,-1,-1
2,0,4,78,1350,5,1,7,414,4471,3,2,5,399,3010,4,3,0,922,1490,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,-1
2,0,7,98,3285,2,1,1,85,227,2,2,0,177,3703,5,3,4,236,2877,4,0,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,8,244,116,6,1,8,302,295,6,2,3,688,2575,7,3,4,913,4487,2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,-1,-1,-1,-1,-1,-1,1,2,0,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,3,818,4580,5,1,0,175,4030,2,2,4,574,2003,8,3,1,201,4456,2,2,1,0,1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1
3,0,5,187,1537,8,1,1,801,3650,9,2,4,259,3027,2,3,5,643,1171,8,2,0,6,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,3,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,4,882,388,2,1,7,643,4668,7,2,3,622,2064,4,3,4,969,949,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,7,515,3409,6,1,0,270,3149,9,2,5,440,4465,9,3,3,371,1215,9,2,2,2,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,3,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,4,575,4117,6,1,6,875,2921,6,2,0,438,2570,8,3,3,715,4660,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,2,-1,-1,-1,-1,-1,-1,2,0,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,1,259,416,7,1,6,128,2980,5,2,5,246,3136,9,3,8,676,3988,9,1,2,1,-1,-1,-1,-1,-1,-1,-1,1,2,0,-1,-1,-1,-1,-1,-1,-1,1,0,2,-1,-1,-1,-1,-1,-1,-1,2,0,2,1,-1,-1,-1,-1,-1,-1
2,0,1,304,2670,2,1,5,625,4340,3,2,4,233,2779,5,3,0,238,983,3,0,2,2,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1
1,0,8,891,4759,4,1,0,987,2914,3,2,5,349,2739,2,3,2,634,1933,9,6,7,7,-1,-1,-1,-1,-1,-1,-1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,1,4,4,1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,1,61,2507,7,1,2,747,981,4,2,5,270,2270,3,3,5,358,4263,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,3,3,-1,-1,-1,-1,-1,-1
1,0,7,747,2872,2,1,5,553,1390,2,2,7,200,4509,8,3,5,182,4233,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,4,4,-1,-1,-1,-1,-1,-1,3,1,1,3,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,-1,-1,-1
3,0,5,802,820,9,1,4,417,630,6,2,0,148,4581,4,3,8,14,891,3,2,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,3,3,0,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,6,911,2435,6,1,3,836,477,3,2,2,326,1453,4,3,8,735,3590,2,2,0,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,1,892,3050,6,1,8,383,1973,7,2,8,669,4505,6,3,3,607,4754,8,2,1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,0,-1,-1,-1,-1,-1,-1,2,1,1,2,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,2,23,768,3,1,5,529,1293,3,2,2,54,1550,4,3,8,51,4277,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,3,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,3,-1,-1,-1,-1,-1,-1,-1
2,0,5,215,4485,8,1,8,361,4780,9,2,5,356,3589,9,3,7,339,3970,2,2,1,2,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,-1,-1,-1,-1,-1
2,0,0,473,2452,2,1,7,676,1713,3,2,5,50,2919,4,3,3,131,3172,3,2,2,1,0,-1,-1,-1,-1,-1,-1,2,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,1,888,4696,5,1,4,789,154,9,2,7,637,2389,6,3,0,508,3228,7,6,2,-1,-1,-1,-1,-1,-1,-1,-1,0,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,6,541,2017,4,1,5,831,1007,2,2,2,535,2583,3,3,1,422,3683,2,6,6,2,2,-1,-1,-1,-1,-1,-1,3,4,1,3,-1,-1,-1,-1,-1,-1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,2,583,4190,8,1,0,473,4726,3,2,2,406,2506,8,3,6,353,3870,9,2,6,2,2,-1,-1,-1,-1,-1,-1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,4,227,4742,5,1,5,248,2250,5,2,2,924,1672,8,3,5,482,4175,3,6,0,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,1,-1,-1,-1,-1,-1,-1
3,0,8,472,403,9,1,4,488,2015,5,2,4,22,3250,7,3,0,320,4692,4,6,0,0,6,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,3,-1,-1,-1,-1,-1,-1,3,0,-1,-1,-1,-1,-1,-1,-1,-1
3,0,0,231,4538,5,1,1,274,4500,6,2,1,376,2703,4,3,5,650,1747,2,6,0,2,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,5,440,2025,7,1,0,447,1936,8,2,2,347,2591,6,3,5,129,1164,4,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,3,-1,-1,-1,-1,-1,-1,3,1,1,4,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1
3,0,5,315,4499,8,1,6,944,3972,3,2,1,729,3582,2,3,3,787,353,4,6,2,6,2,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,1,787,640,3,1,2,403,1412,3,2,2,242,1442,2,3,5,515,2982,2,1,0,1,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
1,0,1,270,896,6,1,8,16,1550,8,2,2,376,4513,7,3,5,489,2440,9,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,1,-1,-1,-1,-1,-1,-1,-1,1,3,4,1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,6,899,4313,4,1,6,708,2222,5,2,4,193,4133,7,3,8,29,1832,5,0,6,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,1,0,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,0,6,482,295,5,1,6,992,3018,6,2,2,792,1354,3,3,4,39,255,7,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,1,132,4528,9,1,7,257,1073,3,2,3,569,3701,3,3,5,882,781,8,2,2,-1,-1,-1,-1,-1,-1,-1,-1,4,3,1,3,-1,-1,-1,-1,-1,-1,3,4,4,1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1
1,0,2,443,256,6,1,6,326,4912,4,2,6,961,3137,8,3,3,760,656,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,4,1,4,3,-1,-1,-1,-1,-1,-1
2,0,7,108,2092,6,1,2,595,4104,8,2,0,489,2722,9,3,1,168,4798,3,0,1,2,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,1,2,-1,-1,-1,-1,-1,-1
0,0,3,987,116,5,1,7,743,2787,4,2,5,231,4013,7,3,3,744,4544,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,5,5,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,9,5,-1,-1,-1,-1,-1,-1,-1,-1
2,0,6,212,4187,8,1,2,997,121,3,2,0,409,1450,3,3,4,330,3750,2,0,2,1,1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,2,-1,-1,-1,-1,-1,-1,-1
1,0,3,604,174,6,1,4,583,1940,8,2,0,881,3476,5,3,1,491,2911,5,6,7,6,-1,-1,-1,-1,-1,-1,-1,3,3,1,-1,-1,-1,-1,-1,-1,-1,1,1,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,3,182,4484,7,1,5,840,3698,5,2,7,698,3583,4,3,0,922,921,5,6,2,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,-1,-1
2,0,0,678,1411,4,1,4,975,4250,9,2,0,302,607,7,3,6,203,4890,7,2,2,1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,8,603,4982,9,1,5,324,1329,4,2,5,414,3990,4,3,2,751,2431,9,2,7,2,7,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,1,1,-1,-1,-1,-1,-1,-1,1,1,3,3,-1,-1,-1,-1,-1,-1
3,0,1,800,332,9,1,6,792,3109,5,2,8,83,3409,8,3,3,389,952,2,0,2,6,2,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,3,0,-1,-1,-1,-1,-1,-1
1,0,6,724,2620,8,1,5,22,4302,5,2,6,271,4644,6,3,6,399,2741,9,2,6,7,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,3,-1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,-1,-1,-1
1,0,2,29,4583,9,1,2,616,4562,4,2,7,86,227,2,3,3,608,4365,5,2,6,2,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,-1,-1,-1,-1,-1,-1,-1
2,0,3,636,2688,7,1,3,879,1780,8,2,7,788,567,3,3,6,557,2455,9,1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,-1,-1,-1,-1,-1,-1,-1
3,0,1,706,281,5,1,5,711,4222,9,2,8,350,918,3,3,2,747,2352,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,5,955,3306,4,1,5,268,555,9,2,1,29,3776,4,3,4,844,3459,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,-1,-1
0,0,6,212,1870,2,1,0,537,2839,2,2,8,360,587,3,3,4,263,1903,2,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,9,5,4,-1,-1,-1,-1,-1,-1,5,9,5,4,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
